"                   Perusahaan
Tanggal";LQ45;ADROJK;ANTM;ASII;BBCA;BBNI;BBRI;BBTN;BMRI;CPINJK;EXCLJK;ICBPJK;INCOJK;INDFJK;INKPJK;INTPJK;ITMGJK;KLBFJK;MEDCJK;MDKAJK;PGASJK;PTBAJK;SMGRJK;TBIGJK;TLKMJK;TOWRJK;TPIAJK;UNTRJK;UNVRJK
21/03/2023;929,99;2.730,00;1.885,00;5.875,00;8.500,00;4.612,50;4.900,00;1.215,00;5.250,00;4.970,00;2.050,00;9.700,00;6.350,00;6.125,00;7.400,00;10.075,00;38.350,00;2.210,00;875,00;3.900,00;1.350,00;3.750,00;6.250,00;2.080,00;4.120,00;910,00;2.250,00;27.475,00;4.200,00
24/03/2023;941,04;2.680,00;1.895,00;5.950,00;8.825,00;4.812,50;4.770,00;1.280,00;5.450,00;5.125,00;2.000,00;9.975,00;6.425,00;6.325,00;7.350,00;10.075,00;38.400,00;2.130,00;910,00;3.960,00;1.360,00;3.710,00;6.300,00;2.050,00;4.070,00;895,00;2.270,00;27.675,00;4.270,00
27/03/2023;929,10;2.680,00;1.960,00;5.875,00;8.700,00;4.750,00;4.740,00;1.265,00;5.100,00;5.000,00;1.990,00;9.975,00;6.425,00;6.375,00;7.400,00;9.950,00;38.500,00;2.100,00;915,00;3.940,00;1.375,00;3.700,00;6.250,00;2.120,00;4.050,00;910,00;2.260,00;27.800,00;4.290,00
28/03/2023;935,31;2.770,00;1.995,00;5.850,00;8.675,00;4.512,50;4.770,00;1.260,00;5.062,50;5.075,00;2.050,00;10.100,00;6.525,00;6.375,00;7.600,00;10.725,00;39.725,00;2.150,00;935,00;4.020,00;1.385,00;3.810,00;6.375,00;2.170,00;4.050,00;930,00;2.300,00;28.575,00;4.300,00
29/03/2023;947,00;2.880,00;2.080,00;5.950,00;8.800,00;4.600,00;4.810,00;1.240,00;5.175,00;5.100,00;2.040,00;9.975,00;6.600,00;6.350,00;7.625,00;10.625,00;40.800,00;2.200,00;970,00;4.130,00;1.405,00;3.910,00;6.375,00;2.210,00;4.100,00;950,00;2.320,00;29.125,00;4.360,00
30/03/2023;939,61;2.870,00;2.090,00;5.900,00;8.825,00;4.675,00;4.750,00;1.240,00;5.112,50;5.075,00;2.020,00;9.875,00;6.625,00;6.400,00;7.650,00;10.725,00;39.175,00;2.170,00;980,00;4.140,00;1.395,00;3.870,00;6.375,00;2.160,00;4.090,00;920,00;2.280,00;28.975,00;4.260,00
31/03/2023;937,68;2.900,00;2.090,00;6.000,00;8.750,00;4.675,00;4.730,00;1.225,00;5.162,50;4.990,00;1.980,00;9.975,00;6.650,00;6.200,00;7.500,00;10.525,00;39.400,00;2.100,00;1.010,00;4.190,00;1.380,00;3.990,00;6.300,00;2.160,00;4.060,00;925,00;2.340,00;29.100,00;4.350,00
03/04/2023;943,07;2.940,00;2.090,00;6.000,00;8.800,00;4.675,00;4.800,00;1.225,00;5.262,50;4.820,00;2.010,00;9.975,00;6.775,00;6.175,00;7.475,00;10.500,00;39.900,00;2.080,00;1.070,00;4.100,00;1.355,00;4.040,00;6.350,00;2.150,00;4.080,00;965,00;2.320,00;28.850,00;4.290,00
04/04/2023;943,14;3.050,00;2.050,00;6.025,00;8.775,00;4.675,00;4.820,00;1.215,00;5.200,00;4.710,00;1.985,00;10.200,00;6.750,00;6.350,00;7.450,00;10.450,00;40.525,00;2.100,00;1.100,00;4.190,00;1.405,00;4.100,00;6.375,00;2.100,00;4.060,00;945,00;2.280,00;29.625,00;4.290,00
05/04/2023;940,69;3.060,00;2.100,00;6.000,00;8.725,00;4.662,50;4.830,00;1.230,00;5.225,00;4.560,00;1.985,00;10.125,00;6.650,00;6.275,00;7.275,00;9.725,00;40.900,00;2.090,00;1.085,00;4.190,00;1.385,00;4.070,00;6.025,00;2.120,00;4.150,00;935,00;2.290,00;29.800,00;4.250,00
06/04/2023;937,20;3.020,00;2.100,00;5.925,00;8.750,00;4.687,50;4.840,00;1.235,00;5.175,00;4.420,00;1.960,00;10.075,00;6.400,00;6.250,00;7.275,00;9.900,00;41.125,00;2.050,00;1.050,00;4.160,00;1.365,00;4.030,00;6.025,00;2.090,00;4.250,00;920,00;2.290,00;29.800,00;4.250,00
10/04/2023;935,60;2.990,00;2.020,00;5.975,00;8.800,00;4.662,50;4.860,00;1.240,00;5.100,00;4.530,00;1.875,00;10.075,00;6.400,00;6.325,00;7.425,00;9.900,00;40.875,00;2.070,00;1.050,00;4.010,00;1.355,00;3.960,00;6.050,00;2.110,00;4.300,00;925,00;2.250,00;30.200,00;4.290,00
